Symbol,Fund Name,Asset Class,Assets,Stock Price,% Change,Volume,Holdings,Open,Low,High,Close,Premkt. Price,Premkt. Chg%,Premkt. Close,Afterhr. Price,Afterhr. Chg%,Afterhr. Close,Category,52W Low,52W High,Avg. Volume,Rel. Volume,Gap (%),Chg. Open (%),Exp. Ratio,Issuer,Index,Inception,PE Ratio,Beta (5Y),RSI,RSI (W),RSI (M),ATR,Div. ($),Last Div.,Div. Yield,Div. Growth,Years,Payout Ratio,Payout Freq.,Ex-Div Date,Payment Date,Exchange,Region,Country,Leverage,Options,Shares,Change 1M,Change 3M,Change 6M,Change YTD,Change 1Y,Change 3Y,Change 5Y,Change 10Y,Change 15Y,Change 20Y,Return 1M,Return 3M,Return 6M,Return YTD,Return 1Y,Return 3Y,Return 5Y,Return 10Y,Return 15Y,Return 20Y,CAGR 1Y,CAGR 3Y,CAGR 5Y,CAGR 10Y,CAGR 15Y,CAGR 20Y,52W Low Chg,52W High Chg,ATH,ATH Chg (%),ATH Date,ATL,ATL Chg (%),ATL Date,Tags,50 MA,200 MA,20 MA,150 MA,20MA Chg %,50MA Chg %,150MA Chg %,200MA Chg %,CUSIP Number,ISIN Number
VIGI,Vanguard International Dividend Appreciation ETF,Equity,7007351300,81.60,-0.18%,323714,371,81.85,81.60,81.88,81.75,,,,,,,Foreign Large Growth,77.28,89.09,322025,100.52%,0.12%,-0.31%,0.15%,Vanguard,S&P Global Ex-U.S. Dividend Growers Index,2016-02-25,22.30,0.77,55.80,46.95,53.24,0.77,1.54,0.26,1.89%,1.18%,2,42.19%,Quarterly,2024-12-20,2024-12-24,NASDAQ,Global,,Long,Yes,87504387,2.09%,-5.13%,-2.23%,2.01%,3.88%,0.93%,11.54%,,,,2.09%,-4.82%,-1.56%,2.01%,5.86%,7.15%,28.92%,,,,5.85%,2.33%,5.21%,,,,5.59%,-8.41%,93.36,-12.60%,2021-09-07,50.55,61.42%,2020-03-18,,81.97,82.93,80.22,83.85,1.73%,-0.45%,-2.68%,-1.60%,921946810,US9219468108
IAGG,iShares Core International Aggregate Bond ETF,Fixed Income,6964487700,49.95,-0.14%,581799,5903,50.00,49.92,50.03,50.02,,,,,,,Global Bond-USD Hedged,48.70,52.70,622405,92.03%,-0.04%,-0.10%,0.07%,BlackRock,Bloomberg Global Aggregate x USD 10% Issuer Cap,2015-11-10,,0.18,40.16,38.73,46.44,0.18,2.13,2.13,4.27%,20.62%,3,,Quarterly,2024-12-18,,BATS,Global,,Long,Yes,139900000,-0.16%,-3.33%,-0.89%,0.06%,1.42%,-7.71%,-9.54%,,,,-0.16%,0.81%,3.35%,0.06%,5.76%,1.92%,3.06%,,,,5.75%,0.64%,0.60%,,,,2.57%,-5.22%,57.52,-13.16%,2020-07-08,47.51,5.14%,2022-12-30,,51.08,50.77,49.85,51.14,0.20%,-2.22%,-2.33%,-1.62%,46435G672,US46435G6724
VDC,Vanguard Consumer Staples ETF,Equity,6954220000,209.72,-0.45%,151429,106,211.75,209.68,211.75,210.66,,,,,,,Consumer Defensive,189.56,224.40,135107,112.08%,0.52%,-0.96%,0.10%,Vanguard,MSCI US IMI 25/50 Consumer Staples,2004-01-26,24.38,0.63,42.81,45.39,55.46,2.15,4.93,1.21,2.35%,-2.47%,,57.30%,Quarterly,2024-12-18,,NYSEARCA,North America,United States,Long,Yes,33186446,-1.92%,-2.61%,1.41%,-0.79%,9.89%,7.10%,28.31%,64.34%,220.13%,283.33%,-1.92%,-2.07%,2.60%,-0.79%,12.50%,15.37%,45.31%,111.51%,363.75%,507.66%,12.47%,4.88%,7.76%,7.78%,10.77%,9.44%,10.64%,-6.54%,224.40,-6.54%,2024-12-06,46.55,350.53%,2009-03-09,,215.49,210.78,210.24,213.41,-0.25%,-2.68%,-1.73%,-0.50%,92204A207,US92204A2078
TLH,iShares 10-20 Year Treasury Bond ETF,Fixed Income,6880136000,99.57,-0.32%,790416,60,99.84,99.34,99.93,99.89,99.95,0.06%,99.89,,,,Long Government,96.95,111.83,1232101,64.15%,-0.05%,-0.27%,0.15%,BlackRock,ICE US Treasury 10-20 Year Bond Index,2007-01-05,,0.25,47.47,41.37,39.48,0.84,4.26,0.37,4.28%,2.87%,3,,Monthly,2024-12-18,2024-12-23,NYSEARCA,North America,United States,Long,Yes,69700000,-0.47%,-4.20%,-4.07%,0.03%,-4.68%,-31.01%,-32.15%,-28.65%,-9.03%,,-0.47%,-3.19%,-2.08%,0.03%,-0.70%,-23.38%,-21.50%,-8.49%,33.37%,,-0.70%,-8.49%,-4.72%,-0.88%,1.94%,,2.70%,-10.96%,175.92,-43.40%,2020-03-09,93.08,6.97%,2023-10-23,,101.43,103.84,99.05,104.69,0.52%,-1.83%,-4.89%,-4.11%,464288653,US4642886539
SPTI,SPDR Portfolio Intermediate Term Treasury ETF,Fixed Income,6842081000,27.92,-0.18%,1906034,107,27.95,27.89,27.96,27.97,27.95,-0.07%,27.97,,,,Intermediate Government,27.42,29.28,2061920,92.44%,-0.07%,-0.11%,0.03%,State Street,Bloomberg US Treasury (3-10 Y),2007-05-23,,0.09,49.95,43.20,43.10,0.10,1.05,0.09,3.76%,22.81%,3,,Monthly,2024-12-19,,NYSEARCA,North America,United States,Long,Yes,245200336,0.14%,-1.93%,-1.15%,0.14%,-1.38%,-11.65%,-10.43%,-7.78%,-3.29%,,0.14%,-1.00%,0.72%,0.14%,2.36%,-4.15%,-1.58%,9.64%,25.74%,,2.35%,-1.40%,-0.32%,0.92%,1.54%,,1.82%,-4.64%,200.00,-86.04%,2008-10-10,24.64,13.31%,2007-09-19,,28.03,28.24,27.84,28.41,0.31%,-0.40%,-1.72%,-1.15%,78464A672,US78464A6727
EZU,iShares MSCI Eurozone ETF,Equity,6833378300,50.03,-0.04%,1094398,229,50.25,50.01,50.28,50.05,50.11,0.12%,50.05,,,,Europe Stock,46.02,53.07,1159575,94.38%,0.40%,-0.44%,0.51%,BlackRock,MSCI EMU,2000-07-25,15.97,1.06,69.31,54.62,55.49,0.60,1.37,0.33,2.74%,12.86%,2,43.68%,Semi-Annual,2024-12-17,2024-12-20,BATS,Europe,,Long,Yes,139600000,6.15%,-0.50%,1.56%,6.00%,8.27%,5.13%,19.26%,36.25%,38.90%,44.08%,6.15%,0.18%,2.25%,6.00%,11.28%,14.10%,35.74%,76.76%,109.16%,151.23%,11.26%,4.50%,6.30%,5.86%,5.04%,4.71%,8.71%,-5.73%,63.69,-21.44%,2007-10-31,17.98,178.25%,2003-03-12,,47.95,49.68,47.88,49.31,4.49%,4.34%,1.47%,0.71%,464286608,US4642866085
SPYD,SPDR Portfolio S&P 500 High Dividend ETF,Equity,6802404000,43.60,-1.49%,1136974,83,44.12,43.57,44.12,44.26,44.31,0.11%,44.26,,,,Mid-Cap Value,37.35,47.52,940317,120.93%,-0.32%,-1.18%,0.07%,State Street,S&P 500 High Dividend Index,2015-10-21,19.52,1.05,47.70,48.53,55.49,0.54,1.86,0.55,4.28%,2.03%,1,84.12%,Quarterly,2024-12-20,2024-12-24,NYSEARCA,North America,United States,Long,Yes,154950000,0.90%,-4.41%,2.78%,0.83%,13.34%,3.64%,9.77%,,,,0.90%,-3.20%,5.14%,0.83%,18.46%,19.45%,39.48%,,,,18.42%,6.10%,6.88%,,,,16.73%,-8.25%,47.52,-8.25%,2024-11-27,20.79,109.72%,2020-03-23,,44.80,43.06,43.26,44.04,0.79%,-2.69%,-1.00%,1.27%,78468R788,US78468R7888
FDN,First Trust Dow Jones Internet Index Fund,Equity,6777753600,256.26,1.82%,250316,44,256.28,255.70,257.56,251.67,256.05,1.74%,251.67,,,,Technology,177.20,257.87,362705,69.01%,1.83%,-0.01%,0.51%,First Trust,DJ Internet Composite,2006-06-19,33.95,1.12,64.29,71.42,74.49,4.31,,0.01,,,,,,,,NYSEARCA,North America,United States,Long,Yes,27150002,2.72%,16.64%,29.07%,5.38%,33.95%,34.43%,72.69%,330.40%,943.83%,,2.72%,16.64%,29.07%,5.38%,33.95%,34.43%,72.69%,330.40%,945.70%,,33.87%,10.36%,11.54%,15.71%,16.94%,,44.62%,-0.62%,257.87,-0.62%,2024-12-16,10.69,2297.19%,2008-11-21,,245.53,214.19,247.52,218.81,3.53%,4.37%,17.12%,19.64%,33733E302,US33733E3027
VPU,Vanguard Utilities ETF,Equity,6766664700,169.04,-2.06%,289348,72,173.14,168.87,173.14,172.59,,,,169.01,-0.02%,169.04,Utilities,128.05,180.04,236485,122.35%,0.32%,-2.37%,0.10%,Vanguard,MSCI US IMI 25/50 Utilities,2004-01-26,20.63,0.64,54.80,53.91,58.64,2.71,4.93,1.27,2.92%,3.10%,3,60.13%,Quarterly,2024-12-18,2024-12-20,NYSEARCA,North America,United States,Long,Yes,58350645,3.33%,-3.75%,10.77%,3.44%,28.42%,12.63%,13.84%,58.63%,162.85%,193.47%,3.33%,-2.99%,12.50%,3.44%,32.56%,24.04%,33.41%,118.46%,336.04%,471.97%,32.48%,7.44%,5.93%,8.13%,10.32%,9.11%,32.01%,-6.11%,180.04,-6.11%,2024-11-27,46.64,262.44%,2009-03-09,,169.00,161.10,165.38,165.02,2.21%,0.03%,2.44%,4.93%,92204A876,US92204A8760
VCR,Vanguard Consumer Discretionary ETF,Equity,6762731000,387.42,-0.42%,33228,301,388.86,387.16,390.00,389.07,,,,,,,Consumer Cyclical,284.84,402.25,60493,54.95%,-0.05%,-0.37%,0.10%,Vanguard,MSCI US IMI 25/50 Consumer Discretionary,2004-01-26,28.13,1.33,57.25,66.79,71.20,6.33,2.79,0.66,0.72%,9.58%,2,20.27%,Quarterly,2024-12-18,,NYSEARCA,North America,United States,Long,Yes,17556415,1.08%,15.52%,21.27%,3.21%,29.93%,29.91%,99.68%,243.64%,729.59%,633.61%,1.08%,15.72%,21.77%,3.21%,31.02%,33.37%,111.20%,288.75%,896.17%,831.97%,30.94%,10.07%,16.12%,14.54%,16.56%,11.81%,36.01%,-3.69%,402.25,-3.69%,2024-12-17,22.00,1661.00%,2010-05-06,,378.47,332.54,380.48,341.73,1.82%,2.36%,13.37%,16.50%,92204A108,US92204A1088
VPL,Vanguard FTSE Pacific ETF,Equity,6753783300,72.23,-0.21%,666082,2415,72.54,72.23,72.56,72.38,,,,,,,Diversified Pacific/Asia,67.57,79.75,452866,147.08%,0.22%,-0.43%,0.08%,Vanguard,FTSE Developed Asia Pacific Index All Cap Net Tax (US RIC) Index,2005-03-04,15.00,0.79,52.22,45.86,49.73,0.74,2.24,1.24,3.10%,-0.40%,,46.45%,Quarterly,2024-12-20,2024-12-24,NYSEARCA,Global,,Long,Yes,156898928,2.27%,-4.43%,-4.39%,1.68%,1.66%,-4.43%,2.89%,25.49%,37.19%,,2.27%,-2.76%,-2.08%,1.68%,4.82%,4.59%,18.49%,65.48%,111.61%,,4.81%,1.51%,3.45%,5.17%,5.12%,,6.90%,-9.43%,85.70,-15.72%,2021-09-14,31.80,127.14%,2009-03-09,,73.09,74.54,71.20,74.75,1.44%,-1.18%,-3.37%,-3.09%,922042866,US9220428661
MGC,Vanguard Mega Cap ETF,Equity,6651817500,219.91,0.78%,95393,200,219.56,219.46,220.36,218.20,,,,,,,Large Blend,173.01,220.49,115370,82.71%,0.62%,0.16%,0.07%,Vanguard,CRSP US Mega Cap,2007-12-24,29.47,1.01,61.18,63.72,74.60,2.68,2.44,0.63,1.11%,6.73%,4,32.74%,Quarterly,2024-12-23,,NYSEARCA,North America,United States,Long,Yes,30734267,2.21%,4.60%,10.93%,3.41%,27.19%,42.15%,90.81%,217.06%,470.60%,,2.51%,4.91%,11.59%,3.41%,28.74%,48.39%,105.25%,277.85%,653.99%,,28.67%,14.06%,15.46%,14.22%,14.42%,,27.11%,-0.26%,220.49,-0.26%,2024-12-16,23.52,834.99%,2009-03-06,,215.56,201.35,214.90,206.29,2.33%,2.02%,6.60%,9.22%,921910873,US9219108738
IJT,iShares S&P Small-Cap 600 Growth ETF,Equity,6646721500,140.93,-0.80%,62240,348,141.90,140.82,141.91,142.07,,,,,,,Small Growth,120.45,152.05,145447,43.11%,-0.12%,-0.68%,0.18%,BlackRock,S&P Small Cap 600 Growth,2000-07-24,21.59,1.13,55.65,53.63,57.78,2.24,1.44,0.35,1.02%,12.85%,4,22.07%,Quarterly,2024-12-17,2024-12-20,NASDAQ,North America,United States,Long,Yes,47600000,2.94%,2.05%,3.62%,4.11%,15.15%,15.14%,42.20%,134.94%,390.79%,446.39%,2.94%,2.30%,4.27%,4.11%,16.39%,18.95%,49.24%,159.15%,466.85%,546.02%,16.35%,5.95%,8.33%,9.99%,12.26%,9.78%,17.00%,-7.31%,152.05,-7.31%,2024-11-25,13.94,911.12%,2002-07-24,,142.32,135.09,137.21,137.47,2.71%,-0.98%,2.52%,4.32%,464287887,US4642878874
JGLO,JPMorgan Global Select Equity ETF Global Select Equity ETF,Equity,6631717400,62.35,0.65%,53453,89,62.28,62.23,62.51,61.95,,,,,,,Global Large-Stock Blend,55.04,64.10,160129,33.38%,0.53%,0.11%,0.47%,JPMorgan Chase,,2023-09-13,27.35,,60.81,54.62,77.07,0.68,1.20,0.38,1.94%,,2,52.67%,Semi-Annual,2024-12-24,,NASDAQ,Global,,Long,No,108450000,2.87%,-1.44%,3.62%,3.85%,18.75%,,,,,,3.50%,0.48%,5.64%,3.85%,21.07%,,,,,,21.02%,,,,,,13.28%,-2.73%,64.10,-2.72%,2024-12-05,45.26,37.75%,2023-10-27,,62.07,60.55,60.75,61.50,2.64%,0.45%,1.39%,2.97%,46654Q740,US46654Q7401
JIRE,JPMorgan International Research Enhanced Equity ETF,Equity,6536802300,60.60,-0.39%,234023,213,60.91,60.60,60.91,60.84,,,,,,,Foreign Large Blend,57.55,67.10,947835,24.69%,0.12%,-0.51%,0.24%,JPMorgan Chase,,2022-06-10,16.39,0.94,56.60,46.02,53.70,0.69,1.60,1.60,2.64%,,2,43.23%,Annual,2023-12-19,2023-12-22,NYSEARCA,Global,,Long,Yes,109677892,1.29%,-5.33%,-4.76%,3.57%,5.26%,,,,,,4.33%,-2.48%,-1.90%,3.57%,8.43%,,,,,,8.41%,,,,,,5.30%,-9.69%,67.10,-9.69%,2024-09-26,42.73,41.82%,2022-10-13,,60.73,62.77,59.09,62.86,2.55%,-0.21%,-3.60%,-3.46%,46641Q134,US46641Q1343
ITA,iShares U.S. Aerospace & Defense ETF,Equity,6493237000,155.58,-0.59%,807363,39,156.53,154.75,156.53,156.50,156.99,0.31%,156.50,,,,Industrials,120.56,158.00,455730,182.10%,0.02%,-0.61%,0.40%,BlackRock,DJ US Select / Aerospace & Defense,2006-05-01,32.99,1.01,67.12,60.35,66.21,2.37,1.23,0.44,0.79%,4.71%,3,26.06%,Quarterly,2024-12-17,,BATS,North America,United States,Long,Yes,42850000,6.33%,-0.02%,16.19%,7.04%,27.83%,52.20%,35.06%,172.18%,495.41%,,6.33%,0.28%,16.71%,7.04%,28.95%,56.74%,41.99%,203.15%,609.54%,,28.89%,16.16%,7.26%,11.73%,13.95%,,29.05%,-1.53%,158.00,-1.53%,2024-11-11,14.17,998.34%,2009-03-06,,150.13,142.15,147.85,145.30,5.23%,3.63%,7.07%,9.45%,464288760,US4642887602
IOO,iShares Global 100 ETF,Equity,6482934000,103.70,1.14%,100831,117,103.23,103.22,103.86,102.53,,,,,,,Global Large-Stock Blend,82.15,103.86,291056,34.64%,0.68%,0.46%,0.40%,BlackRock,S&P Global 100,2000-12-05,27.39,0.92,60.56,61.91,75.82,1.35,1.09,0.44,1.05%,-9.73%,,28.66%,Semi-Annual,2024-12-17,,NYSEARCA,Global,,Long,Yes,64850000,2.29%,2.94%,7.32%,2.91%,26.39%,40.27%,86.98%,173.62%,248.92%,250.04%,2.29%,3.37%,7.77%,2.91%,27.79%,46.86%,102.33%,235.48%,393.39%,456.54%,27.72%,13.66%,15.13%,12.87%,11.23%,8.96%,26.23%,-0.15%,103.86,-0.15%,2025-01-22,17.88,480.14%,2009-03-06,,101.18,96.71,101.57,98.63,2.10%,2.49%,5.14%,7.22%,464287572,US4642875722
TFLO,iShares Treasury Floating Rate Bond ETF,Fixed Income,6473024000,50.61,0.02%,1248423,10,50.60,50.60,50.61,50.60,50.61,0.02%,50.60,,,,Ultrashort Bond,50.36,50.71,2169447,57.55%,,0.02%,0.15%,BlackRock,Markit iBoxx USD Liquid High Yield 0-5 Index,2014-02-03,,0.00,68.57,54.15,51.15,0.02,2.63,0.20,5.20%,6.65%,3,,Monthly,2024-12-18,2024-12-23,NYSEARCA,North America,United States,Long,Yes,128000000,0.40%,0.14%,0.02%,0.28%,-0.02%,0.66%,0.58%,1.04%,,,0.40%,1.30%,2.49%,0.28%,5.32%,13.21%,13.53%,19.95%,,,5.31%,4.22%,2.57%,1.84%,,,0.50%,-0.20%,51.50,-1.73%,2015-09-23,47.83,5.81%,2014-12-19,,50.52,50.54,50.51,50.53,0.21%,0.18%,0.16%,0.13%,46434V860,US46434V8607
AVDV,Avantis International Small Cap Value ETF,Equity,6463303000,65.89,-0.36%,612549,1398,66.12,65.82,66.14,66.13,,,,,,,Foreign Small/Mid Value,59.95,71.31,732198,83.66%,-0.02%,-0.35%,0.36%,American Century Investments,,2019-09-24,10.12,1.01,54.42,48.42,54.70,0.72,2.81,1.62,4.26%,36.63%,6,43.10%,Semi-Annual,2024-12-17,2024-12-19,NYSEARCA,Global,,Long,Yes,99600000,3.02%,-3.89%,-1.48%,1.25%,8.89%,4.54%,20.17%,,,,3.02%,-1.51%,0.97%,1.25%,13.62%,16.60%,39.81%,,,,13.59%,5.25%,6.93%,,,,9.91%,-7.60%,71.31,-7.60%,2024-09-26,31.37,110.04%,2020-03-18,,66.15,66.80,64.84,67.00,1.62%,-0.39%,-1.65%,-1.36%,025072802,US0250728021
ARKK,ARK Innovation ETF,Equity,6324841500,62.06,0.91%,6642994,34,61.73,61.51,62.41,61.50,61.81,0.50%,61.50,,,,Mid-Cap Growth,36.85,63.44,8919041,75.34%,0.37%,0.53%,0.75%,ARK,,2014-10-31,56.81,1.75,60.73,66.99,59.22,2.02,,0.78,,,,,,,,NYSEARCA,,,Long,Yes,108250000,4.48%,30.98%,33.09%,9.32%,34.10%,-13.23%,15.81%,206.47%,,,4.48%,30.98%,33.09%,9.32%,34.10%,-12.50%,19.36%,238.85%,,,34.02%,-4.35%,3.60%,12.98%,,,68.41%,-2.18%,159.70,-61.14%,2021-02-16,14.67,323.01%,2016-02-08,,58.45,48.47,59.05,49.76,5.09%,6.18%,24.71%,28.04%,00214Q104,US00214Q1040
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,Fixed Income,6318239000,43.12,-0.14%,1968512,1110,43.20,43.10,43.20,43.18,,,,,,,High Yield Bond,41.60,43.45,1155759,170.32%,0.05%,-0.19%,0.30%,BlackRock,Markit iBoxx USD Liquid High Yield 0-5 Index,2013-10-15,16.81,0.35,60.41,55.41,54.50,0.14,2.95,0.26,6.85%,6.84%,3,115.08%,Monthly,2024-12-18,,NYSEARCA,,,Long,Yes,148000000,1.24%,0.12%,1.41%,1.20%,2.13%,-3.99%,-7.57%,-11.17%,,,1.24%,1.92%,5.05%,1.20%,9.47%,16.13%,23.64%,55.58%,,,9.45%,5.11%,4.33%,4.52%,,,3.65%,-0.76%,50.96,-15.38%,2014-06-24,36.90,16.86%,2020-03-24,,42.93,42.63,42.76,42.82,0.84%,0.45%,0.70%,1.14%,46434V407,US46434V4077
FTSM,First Trust Enhanced Short Maturity ETF,Fixed Income,6253439000,59.91,,764298,404,59.92,59.91,59.93,59.91,59.92,0.02%,59.91,,,,Ultrashort Bond,59.54,60.16,869823,87.87%,0.02%,-0.02%,0.45%,First Trust,,2014-08-05,,0.03,58.52,52.31,65.09,0.04,2.93,0.23,4.90%,6.42%,3,,Monthly,2024-12-27,,NASDAQ,,,Long,Yes,104549724,-0.02%,-0.12%,0.15%,0.23%,0.17%,0.18%,-0.43%,-0.17%,,,0.37%,1.06%,2.60%,0.23%,5.20%,12.00%,13.10%,22.21%,,,5.19%,3.85%,2.49%,2.03%,,,0.62%,-0.42%,72.28,-17.11%,2020-03-09,56.43,6.17%,2020-03-19,,59.87,59.84,59.85,59.88,0.10%,0.07%,0.04%,0.12%,33739Q408,US33739Q4082
XMHQ,Invesco S&P MidCap Quality ETF,Equity,6231981600,103.88,-0.06%,433405,81,104.36,103.62,104.39,103.94,104.99,1.01%,103.94,,,,Mid-Cap Blend,90.04,110.61,463876,93.43%,0.40%,-0.46%,0.25%,Invesco,S&P MidCap 400 Quality Index,2006-12-01,15.85,1.07,60.81,53.34,58.98,1.54,5.12,0.19,4.93%,693.49%,1,78.09%,Quarterly,2024-12-23,,NYSEARCA,North America,United States,Long,Yes,60590000,4.11%,0.09%,4.91%,5.49%,15.28%,40.30%,90.05%,166.98%,405.01%,,4.31%,0.28%,5.26%,5.49%,21.28%,51.42%,110.30%,216.46%,535.82%,,21.23%,14.83%,16.02%,12.21%,13.12%,,15.37%,-6.08%,110.61,-6.08%,2024-03-28,12.22,750.08%,2008-11-21,,103.47,102.20,100.10,101.12,3.77%,0.39%,2.73%,1.65%,46137V472,US46137V4721
IBB,iShares Biotechnology ETF,Equity,6220945000,136.29,0.14%,1986670,267,136.10,135.78,136.98,136.10,136.15,0.04%,136.10,,,,Health,123.60,150.57,1431647,138.77%,,0.14%,0.45%,BlackRock,NYSE Biotechnology,2001-02-05,24.98,0.73,53.96,47.14,50.89,2.35,0.39,0.06,0.28%,11.49%,1,7.11%,Quarterly,2024-12-17,2024-12-20,NASDAQ,North America,United States,Long,Yes,47100000,2.68%,-5.35%,-5.37%,3.09%,0.82%,5.91%,12.90%,28.38%,388.55%,474.51%,2.68%,-5.30%,-5.19%,3.09%,1.10%,6.86%,14.41%,31.26%,406.02%,497.08%,1.10%,2.24%,2.73%,2.76%,11.42%,9.35%,10.27%,-9.48%,177.37,-23.16%,2021-08-10,13.22,931.17%,2002-07-11,,137.15,139.37,133.69,141.56,1.95%,-0.63%,-3.72%,-2.21%,464287556,US4642875565
BUFR,FT Vest Laddered Buffer ETF,Equity,6192810000,31.06,0.29%,1351648,13,31.08,31.02,31.09,30.97,,,,31.02,-0.13%,31.06,Defined Outcome,26.86,31.35,1204139,114.63%,0.36%,-0.06%,0.95%,First Trust,,2020-08-10,28.96,0.61,65.06,68.21,77.65,0.24,,,,,,,,,,BATS,,,Long,No,201000002,1.77%,3.09%,7.03%,1.94%,15.68%,33.88%,,,,,1.77%,3.09%,7.03%,1.94%,15.68%,33.88%,,,,,15.65%,10.21%,,,,,15.64%,-0.93%,31.35,-0.93%,2025-01-21,19.66,58.03%,2020-09-24,,30.60,29.38,30.63,29.80,1.40%,1.52%,4.24%,5.73%,33740F755,US33740F7556
FNDE,Schwab Fundamental Emerging Markets Equity ETF,Equity,6122560000,29.20,-0.21%,856337,420,29.29,29.18,29.32,29.26,,,,,,,Diversified Emerging Mkts,26.35,33.99,898376,96.22%,0.10%,-0.31%,0.39%,Charles Schwab,RAFI Fundamental High Liquidity Emerging Markets Index,2013-08-15,9.02,0.74,48.90,45.37,52.80,0.33,1.40,1.17,4.80%,8.86%,1,43.22%,Semi-Annual,2024-12-13,2024-12-18,NYSEARCA,Emerging Markets,,Long,Yes,212000000,0.34%,-8.86%,-0.98%,0.52%,12.48%,-7.89%,-1.28%,22.13%,,,0.34%,-5.29%,2.90%,0.52%,17.81%,6.99%,22.78%,71.52%,,,17.77%,2.28%,4.19%,5.54%,,,10.82%,-14.09%,33.99,-14.11%,2024-10-07,15.65,86.57%,2016-01-20,,29.98,29.99,28.95,30.32,0.87%,-2.60%,-3.71%,-2.65%,808524730,US8085247307
PBUS,Invesco MSCI USA ETF,Equity,6093077500,61.03,0.54%,126021,592,61.09,61.00,61.20,60.70,,,,,,,Large Blend,48.40,61.31,197417,64.12%,0.64%,-0.10%,0.04%,Invesco,MSCI USA,2017-09-22,28.46,1.00,61.96,63.23,72.56,0.69,0.71,0.19,1.16%,8.80%,1,32.72%,Quarterly,2024-12-23,2024-12-27,BATS,North America,United States,Long,No,101325001,2.42%,4.41%,11.21%,3.63%,26.28%,38.10%,84.24%,,,,2.74%,4.74%,11.90%,3.63%,27.89%,44.32%,98.05%,,,,27.82%,13.01%,14.64%,,,,26.10%,-0.46%,61.31,-0.46%,2024-12-06,22.18,175.16%,2020-03-23,,59.94,55.94,59.54,57.25,2.51%,1.82%,6.61%,9.09%,46138E461,US46138E4614
XBI,SPDR S&P BIOTECH ETF,Equity,6076240000,91.21,0.77%,8229546,144,90.52,90.28,91.60,90.51,90.59,0.09%,90.51,,,,Health,81.14,105.47,8497580,99.27%,0.01%,0.76%,0.35%,State Street,S&P Biotechnology Select Industry,2006-01-31,,0.93,48.98,45.67,49.86,2.12,0.13,0.00,0.15%,682.35%,1,,Quarterly,2024-12-23,,NYSEARCA,North America,United States,Long,Yes,69050000,-0.08%,-7.07%,-6.46%,1.28%,4.78%,1.31%,-3.70%,40.77%,395.95%,,-0.07%,-7.07%,-6.44%,1.28%,4.93%,1.47%,-3.31%,43.22%,412.93%,,4.92%,0.49%,-0.67%,3.66%,11.52%,,12.41%,-13.52%,174.79,-47.82%,2021-02-09,13.92,555.10%,2006-05-24,,94.38,94.72,90.59,96.59,0.68%,-3.36%,-5.57%,-3.71%,78464A870,US78464A8707
DFCF,Dimensional Core Fixed Income ETF,Fixed Income,5987299000,41.31,-0.19%,1113291,1630,41.38,41.28,41.40,41.39,,,,,,,Intermediate Core Bond,40.70,43.58,950802,117.09%,-0.02%,-0.17%,0.17%,Dimensional,,2021-11-15,,0.35,48.33,42.61,41.57,0.18,1.90,0.32,4.61%,-0.57%,,,Monthly,2024-12-17,,NYSEARCA,,,Long,No,145150000,,-2.48%,-1.38%,0.10%,-1.88%,-15.81%,,,,,0.06%,-0.78%,0.94%,0.15%,2.68%,-4.75%,,,,,2.67%,-1.61%,,,,,1.50%,-5.21%,55.03,-24.93%,2021-11-29,39.48,4.64%,2023-10-25,,41.67,42.01,41.17,42.22,0.33%,-0.87%,-2.16%,-1.65%,25434V872,US25434V8726
IGM,iShares Expanded Tech Sector ETF,Equity,5902693400,107.05,2.00%,770741,296,106.70,106.56,107.54,104.95,106.47,1.45%,104.95,107.00,-0.05%,107.05,Technology,77.98,107.54,286996,275.28%,1.67%,0.33%,0.41%,BlackRock,S&P North American Expanded Technology Sector Index,2001-03-13,36.95,1.17,61.92,65.30,78.02,1.94,0.22,0.05,0.21%,-42.10%,,7.70%,Quarterly,2024-12-17,2024-12-20,NYSEARCA,North America,United States,Long,Yes,56800000,3.45%,8.86%,15.76%,4.86%,36.75%,68.42%,150.25%,543.52%,1101.19%,1392.40%,3.45%,8.91%,15.92%,4.86%,37.07%,70.48%,154.90%,578.86%,1215.60%,1557.12%,36.98%,19.46%,20.57%,21.11%,18.74%,15.07%,37.28%,-0.46%,107.54,-0.45%,2025-01-22,3.79,2728.27%,2002-10-08,,103.00,94.31,103.59,96.93,3.34%,3.94%,10.45%,13.51%,464287549,US4642875490
